TRANSACTIONID,FROMCUSTOMERID,FROMACCOUNTNO,TOCUSTOMERID,TOACCOUNTNO,TRANSACTIONSOURCE,DEBITCREDITINDICATOR,AMOUNT,TIMEOFTRANSACTION,DATE,STATUS,CHEQUEID,WIREID,ONLINEID,BRANCHCODE,DESCRIPTION
86926,627,48093,646,42914,Cash,credit,880,03:31:33,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4617134,627,48093,646,42914,Cash,credit,40,01:45:17,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2713764,627,48093,646,42914,Cash,credit,1,00:02:22,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9902460,627,48093,646,42914,Cash,credit,298,00:12:19,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
725910,627,48093,646,42914,Cash,credit,116,00:51:22,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9832655,627,48093,646,42914,Cash,credit,689,02:22:49,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4760340,627,48093,646,42914,Cash,credit,962,00:17:52,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4598168,627,48093,646,42914,Cash,credit,254,00:13:02,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6454557,627,48093,646,42914,Cash,credit,614,03:56:48,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2993838,627,48093,646,42914,Cash,credit,215,02:38:58,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7360919,627,48093,646,42914,Cash,credit,292,01:11:35,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9159044,627,48093,646,42914,Cash,credit,106,00:48:45,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3343563,627,48093,646,42914,Cash,credit,944,02:16:06,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
8488423,627,48093,646,42914,Cash,credit,454,02:09:53,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
565925,627,48093,646,42914,Cash,credit,419,02:24:33,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5659332,627,48093,646,42914,Cash,credit,388,00:07:32,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9755199,627,48093,646,42914,Cash,credit,214,03:03:39,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2341053,627,48093,646,42914,Cash,credit,9,00:25:49,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2401871,627,48093,646,42914,Cash,credit,413,00:21:57,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
19161,627,48093,646,42914,Cash,credit,684,02:52:02,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3226759,627,48093,646,42914,Cash,credit,276,03:43:55,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9528386,627,48093,646,42914,Cash,credit,895,02:19:45,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
839690,627,48093,646,42914,Cash,credit,106,01:35:09,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
950667,627,48093,646,42914,Cash,credit,699,02:21:43,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7571195,627,48093,646,42914,Cash,credit,706,01:29:07,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5466353,627,48093,646,42914,Cash,credit,155,02:58:42,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7476902,627,48093,646,42914,Cash,credit,227,02:46:12,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5852858,627,48093,646,42914,Cash,credit,760,00:51:25,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5530224,627,48093,646,42914,Cash,credit,342,01:09:03,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
1099305,627,48093,646,42914,Cash,credit,638,02:35:15,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9946702,627,48093,646,42914,Cash,credit,394,02:11:55,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9486628,627,48093,646,42914,Cash,credit,837,00:28:19,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3620512,627,48093,646,42914,Cash,credit,654,00:59:55,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5838849,627,48093,646,42914,Cash,credit,629,03:34:43,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2164898,627,48093,646,42914,Cash,credit,581,02:46:08,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3666955,627,48093,646,42914,Cash,credit,262,00:01:31,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9790495,627,48093,646,42914,Cash,credit,871,03:16:08,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5194419,627,48093,646,42914,Cash,credit,807,00:21:35,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
1106309,627,48093,646,42914,Cash,credit,110,02:57:09,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
8161143,627,48093,646,42914,Cash,credit,0,03:30:16,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3727308,627,48093,646,42914,Cash,credit,630,02:14:23,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2849409,627,48093,646,42914,Cash,credit,337,03:09:45,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5575925,627,48093,646,42914,Cash,credit,661,01:56:25,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4988870,627,48093,646,42914,Cash,credit,417,04:00:01,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
252442,627,48093,646,42914,Cash,credit,989,00:12:51,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9707375,627,48093,646,42914,Cash,credit,132,02:03:08,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6514030,627,48093,646,42914,Cash,credit,274,03:16:31,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7303060,627,48093,646,42914,Cash,credit,848,02:55:45,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4142890,627,48093,646,42914,Cash,credit,343,02:04:53,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6064405,627,48093,646,42914,Cash,credit,807,00:44:35,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
583629,627,48093,646,42914,Cash,credit,190,01:56:14,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6646767,627,48093,646,42914,Cash,credit,34,00:43:36,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7077221,627,48093,646,42914,Cash,credit,110,00:41:58,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
142013,627,48093,646,42914,Cash,credit,762,00:35:39,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4237301,627,48093,646,42914,Cash,credit,862,00:29:41,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2694513,627,48093,646,42914,Cash,credit,468,03:39:55,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7192693,627,48093,646,42914,Cash,credit,827,00:18:00,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
1104166,627,48093,646,42914,Cash,credit,981,00:53:22,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4671322,627,48093,646,42914,Cash,credit,841,02:40:04,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2608739,627,48093,646,42914,Cash,credit,485,00:24:36,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2048713,627,48093,646,42914,Cash,credit,472,01:38:08,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7546952,627,48093,646,42914,Cash,credit,559,00:00:19,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
8575084,627,48093,646,42914,Cash,credit,267,00:06:23,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4971879,627,48093,646,42914,Cash,credit,482,00:28:55,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5532357,627,48093,646,42914,Cash,credit,148,01:41:18,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
1762851,627,48093,646,42914,Cash,credit,585,02:31:00,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7880531,627,48093,646,42914,Cash,credit,487,00:32:17,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
725456,627,48093,646,42914,Cash,credit,346,00:41:36,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5135009,627,48093,646,42914,Cash,credit,323,00:51:15,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7698015,627,48093,646,42914,Cash,credit,861,01:29:04,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7493268,627,48093,646,42914,Cash,credit,716,02:57:07,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
8367561,627,48093,646,42914,Cash,credit,83,03:37:20,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7461787,627,48093,646,42914,Cash,credit,348,03:43:55,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7848437,627,48093,646,42914,Cash,credit,838,00:05:17,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4074947,627,48093,646,42914,Cash,credit,574,02:37:46,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7075421,627,48093,646,42914,Cash,credit,621,03:56:11,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4260708,627,48093,646,42914,Cash,credit,683,00:14:58,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
8550610,627,48093,646,42914,Cash,credit,283,00:14:22,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3488426,627,48093,646,42914,Cash,credit,180,02:24:50,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5058504,627,48093,646,42914,Cash,credit,441,03:41:39,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
7886312,627,48093,646,42914,Cash,credit,887,03:48:36,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2409055,627,48093,646,42914,Cash,credit,146,03:03:32,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9179548,627,48093,646,42914,Cash,credit,489,02:45:27,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6014641,627,48093,646,42914,Cash,credit,116,01:48:00,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5395025,627,48093,646,42914,Cash,credit,766,01:46:39,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9312333,627,48093,646,42914,Cash,credit,776,00:14:29,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5470919,627,48093,646,42914,Cash,credit,686,03:01:29,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
1877967,627,48093,646,42914,Cash,credit,185,03:25:04,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
27784,627,48093,646,42914,Cash,credit,490,03:32:49,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
3825908,627,48093,646,42914,Cash,credit,761,00:11:26,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5221929,627,48093,646,42914,Cash,credit,663,01:55:21,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6058172,627,48093,646,42914,Cash,credit,166,01:03:34,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
5903166,627,48093,646,42914,Cash,credit,897,00:16:54,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2602321,627,48093,646,42914,Cash,credit,65,03:30:57,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4528358,627,48093,646,42914,Cash,credit,727,03:40:35,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
2722249,627,48093,646,42914,Cash,credit,488,01:25:18,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6196478,627,48093,646,42914,Cash,credit,63,03:52:06,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6188859,627,48093,646,42914,Cash,credit,718,00:59:23,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9974285,627,48093,646,42914,Cash,credit,491,03:59:15,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
6961169,627,48093,646,42914,Cash,credit,451,01:18:04,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
1726697,627,48093,646,42914,Cash,credit,285,02:22:35,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9527217,627,48093,646,42914,Cash,credit,117,00:00:13,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
9270592,627,48093,646,42914,Cash,credit,128,00:25:18,11-Jul-2016,Completed,None,None,None,USA-WY83113,None
4484889,562,12709,597,69357,Online,credit,468,03:49:23,11-Jul-2016,Completed,None,None,1694310,USA-ME4947,None
3019358,562,12709,597,69357,Online,credit,178,02:11:38,11-Jul-2016,Completed,None,None,1479577,USA-ME4947,None
2782780,562,12709,597,69357,Online,credit,861,01:22:41,11-Jul-2016,Completed,None,None,4107783,USA-ME4947,None
2669567,562,12709,597,69357,Online,credit,68,02:29:30,11-Jul-2016,Completed,None,None,311131,USA-ME4947,None
8336260,562,12709,597,69357,Online,credit,125,01:15:18,11-Jul-2016,Completed,None,None,6793028,USA-ME4947,None
1837298,562,12709,597,69357,Online,credit,757,00:26:36,11-Jul-2016,Completed,None,None,7338655,USA-ME4947,None
7909880,562,12709,597,69357,Online,credit,985,02:03:56,11-Jul-2016,Completed,None,None,9152812,USA-ME4947,None
434003,562,12709,597,69357,Online,credit,42,02:25:05,11-Jul-2016,Completed,None,None,2724624,USA-ME4947,None
7803335,562,12709,597,69357,Online,credit,394,01:45:08,11-Jul-2016,Completed,None,None,3114175,USA-ME4947,None
2528840,562,12709,597,69357,Online,credit,314,01:43:32,11-Jul-2016,Completed,None,None,9354209,USA-ME4947,None
5083226,562,12709,597,69357,Online,credit,963,01:41:04,11-Jul-2016,Completed,None,None,1825291,USA-ME4947,None
1338568,562,12709,597,69357,Online,credit,634,02:33:42,11-Jul-2016,Completed,None,None,4119846,USA-ME4947,None
1913093,562,12709,597,69357,Online,credit,994,03:44:54,11-Jul-2016,Completed,None,None,1626608,USA-ME4947,None
7649547,562,12709,597,69357,Online,credit,70,01:37:46,11-Jul-2016,Completed,None,None,3681607,USA-ME4947,None
6652163,562,12709,597,69357,Online,credit,24,02:09:13,11-Jul-2016,Completed,None,None,6369319,USA-ME4947,None
3951264,562,12709,597,69357,Online,credit,345,00:42:00,11-Jul-2016,Completed,None,None,3646588,USA-ME4947,None
7524673,562,12709,597,69357,Online,credit,504,02:17:40,11-Jul-2016,Completed,None,None,7708269,USA-ME4947,None
3691207,562,12709,597,69357,Online,credit,476,01:45:45,11-Jul-2016,Completed,None,None,2803983,USA-ME4947,None
4056385,562,12709,597,69357,Online,credit,908,03:34:40,11-Jul-2016,Completed,None,None,2774889,USA-ME4947,None
8496737,562,12709,597,69357,Online,credit,202,02:07:58,11-Jul-2016,Completed,None,None,2411533,USA-ME4947,None
8501641,562,12709,597,69357,Online,credit,549,02:39:10,11-Jul-2016,Completed,None,None,9107922,USA-ME4947,None
9726280,562,12709,597,69357,Online,credit,297,00:45:26,11-Jul-2016,Completed,None,None,8372179,USA-ME4947,None
9565422,562,12709,597,69357,Online,credit,239,02:32:20,11-Jul-2016,Completed,None,None,9074222,USA-ME4947,None
6226262,562,12709,597,69357,Online,credit,242,01:00:08,11-Jul-2016,Completed,None,None,6856866,USA-ME4947,None
3260808,562,12709,597,69357,Online,credit,701,02:35:29,11-Jul-2016,Completed,None,None,4593999,USA-ME4947,None
7757079,562,12709,597,69357,Online,credit,618,03:28:57,11-Jul-2016,Completed,None,None,4340602,USA-ME4947,None
8647176,562,12709,597,69357,Online,credit,495,00:48:45,11-Jul-2016,Completed,None,None,8149696,USA-ME4947,None
922958,562,12709,597,69357,Online,credit,654,01:35:46,11-Jul-2016,Completed,None,None,4730046,USA-ME4947,None
1799828,562,12709,597,69357,Online,credit,504,00:00:55,11-Jul-2016,Completed,None,None,406420,USA-ME4947,None
7727256,562,12709,597,69357,Online,credit,952,02:10:45,11-Jul-2016,Completed,None,None,349828,USA-ME4947,None
5997908,562,12709,597,69357,Online,credit,580,01:34:17,11-Jul-2016,Completed,None,None,5400099,USA-ME4947,None
2046263,562,12709,597,69357,Online,credit,223,00:40:42,11-Jul-2016,Completed,None,None,2918020,USA-ME4947,None
1094942,562,12709,597,69357,Online,credit,522,00:56:00,11-Jul-2016,Completed,None,None,3415805,USA-ME4947,None
7538840,562,12709,597,69357,Online,credit,375,03:29:31,11-Jul-2016,Completed,None,None,2530240,USA-ME4947,None
2277257,562,12709,597,69357,Online,credit,150,01:55:39,11-Jul-2016,Completed,None,None,1813405,USA-ME4947,None
3247244,562,12709,597,69357,Online,credit,521,02:54:27,11-Jul-2016,Completed,None,None,5071814,USA-ME4947,None
2337728,562,12709,597,69357,Online,credit,846,00:23:55,11-Jul-2016,Completed,None,None,8538146,USA-ME4947,None
4715725,562,12709,597,69357,Online,credit,895,03:40:13,11-Jul-2016,Completed,None,None,5913612,USA-ME4947,None
9228167,562,12709,597,69357,Online,credit,449,02:44:28,11-Jul-2016,Completed,None,None,9508904,USA-ME4947,None
9460855,562,12709,597,69357,Online,credit,394,04:00:34,11-Jul-2016,Completed,None,None,6656032,USA-ME4947,None
9035082,562,12709,597,69357,Online,credit,198,00:02:30,11-Jul-2016,Completed,None,None,8847725,USA-ME4947,None
1198926,562,12709,597,69357,Online,credit,352,02:55:06,11-Jul-2016,Completed,None,None,188494,USA-ME4947,None
4790528,562,12709,597,69357,Online,credit,898,02:53:12,11-Jul-2016,Completed,None,None,4455375,USA-ME4947,None
114986,562,12709,597,69357,Online,credit,288,01:15:08,11-Jul-2016,Completed,None,None,4457339,USA-ME4947,None
8401956,562,12709,597,69357,Online,credit,903,02:35:56,11-Jul-2016,Completed,None,None,8032522,USA-ME4947,None
5472080,562,12709,597,69357,Online,credit,227,00:00:42,11-Jul-2016,Completed,None,None,7864886,USA-ME4947,None
3268253,562,12709,597,69357,Online,credit,575,00:35:47,11-Jul-2016,Completed,None,None,3088469,USA-ME4947,None
2244413,562,12709,597,69357,Online,credit,942,02:21:02,11-Jul-2016,Completed,None,None,5012949,USA-ME4947,None
7426866,562,12709,597,69357,Online,credit,775,03:14:12,11-Jul-2016,Completed,None,None,6924774,USA-ME4947,None
2033881,562,12709,597,69357,Online,credit,970,01:54:01,11-Jul-2016,Completed,None,None,6625490,USA-ME4947,None
6324458,562,12709,597,69357,Online,credit,383,03:24:07,11-Jul-2016,Completed,None,None,7621370,USA-ME4947,None
2579764,562,12709,597,69357,Online,credit,358,00:16:42,11-Jul-2016,Completed,None,None,6573789,USA-ME4947,None
1181769,562,12709,597,69357,Online,credit,805,00:03:19,11-Jul-2016,Completed,None,None,4437744,USA-ME4947,None
3318630,562,12709,597,69357,Online,credit,572,03:45:53,11-Jul-2016,Completed,None,None,5027811,USA-ME4947,None
4256173,562,12709,597,69357,Online,credit,63,01:07:38,11-Jul-2016,Completed,None,None,6697800,USA-ME4947,None
341365,562,12709,597,69357,Online,credit,160,01:46:14,11-Jul-2016,Completed,None,None,8325332,USA-ME4947,None
738915,562,12709,597,69357,Online,credit,24,03:53:03,11-Jul-2016,Completed,None,None,4031353,USA-ME4947,None
4785688,562,12709,597,69357,Online,credit,942,00:03:01,11-Jul-2016,Completed,None,None,9507080,USA-ME4947,None
1563521,562,12709,597,69357,Online,credit,684,03:31:22,11-Jul-2016,Completed,None,None,6959831,USA-ME4947,None
7271693,562,12709,597,69357,Online,credit,657,01:56:45,11-Jul-2016,Completed,None,None,1204189,USA-ME4947,None
2684068,562,12709,597,69357,Online,credit,638,02:18:31,11-Jul-2016,Completed,None,None,5986489,USA-ME4947,None
3542913,562,12709,597,69357,Online,credit,957,00:48:27,11-Jul-2016,Completed,None,None,6013575,USA-ME4947,None
8172808,562,12709,597,69357,Online,credit,324,03:17:52,11-Jul-2016,Completed,None,None,6333735,USA-ME4947,None
1491063,562,12709,597,69357,Online,credit,731,03:52:55,11-Jul-2016,Completed,None,None,5011452,USA-ME4947,None
3173229,562,12709,597,69357,Online,credit,93,03:39:56,11-Jul-2016,Completed,None,None,8180013,USA-ME4947,None
5485981,562,12709,597,69357,Online,credit,907,03:36:57,11-Jul-2016,Completed,None,None,120030,USA-ME4947,None
5492179,562,12709,597,69357,Online,credit,433,02:43:07,11-Jul-2016,Completed,None,None,1936772,USA-ME4947,None
4989292,562,12709,597,69357,Online,credit,755,01:45:27,11-Jul-2016,Completed,None,None,4453994,USA-ME4947,None
2786601,562,12709,597,69357,Online,credit,588,02:12:25,11-Jul-2016,Completed,None,None,6267056,USA-ME4947,None
3370277,562,12709,597,69357,Online,credit,867,00:00:44,11-Jul-2016,Completed,None,None,9645629,USA-ME4947,None
7624717,562,12709,597,69357,Online,credit,508,02:16:15,11-Jul-2016,Completed,None,None,269293,USA-ME4947,None
3557356,562,12709,597,69357,Online,credit,321,02:31:42,11-Jul-2016,Completed,None,None,6911010,USA-ME4947,None
4542431,562,12709,597,69357,Online,credit,409,00:59:27,11-Jul-2016,Completed,None,None,1677474,USA-ME4947,None
1376469,562,12709,597,69357,Online,credit,774,02:46:40,11-Jul-2016,Completed,None,None,8777750,USA-ME4947,None
7098995,562,12709,597,69357,Online,credit,232,02:03:28,11-Jul-2016,Completed,None,None,9128075,USA-ME4947,None
7656526,562,12709,597,69357,Online,credit,814,01:58:19,11-Jul-2016,Completed,None,None,9505022,USA-ME4947,None
5479077,562,12709,597,69357,Online,credit,570,00:37:59,11-Jul-2016,Completed,None,None,5033324,USA-ME4947,None
9823046,562,12709,597,69357,Online,credit,671,01:41:06,11-Jul-2016,Completed,None,None,8721442,USA-ME4947,None
8716132,562,12709,597,69357,Online,credit,399,02:55:45,11-Jul-2016,Completed,None,None,362616,USA-ME4947,None
311158,562,12709,597,69357,Online,credit,134,00:24:15,11-Jul-2016,Completed,None,None,8519212,USA-ME4947,None
6460493,562,12709,597,69357,Online,credit,729,01:16:52,11-Jul-2016,Completed,None,None,7320719,USA-ME4947,None
