id,customerid,fromaccount,toaccount,amount,balance,transactiontype,whentime
579,68,471852,8888888888,5161.0,18967.559,1,2014-01-10 20:09:51
581,69,413103,8888888888,4338.0,12984.3144,1,2014-01-10 20:09:51
583,70,268381,8888888888,864.0,8001.74,1,2014-01-10 20:09:51
585,71,921658,8888888888,2101.0,9451.09333333,1,2014-01-10 20:09:51
587,72,988304,8888888888,4646.0,19959.980969,1,2014-01-10 20:09:51
589,73,587734,8888888888,5647.0,10900.570042,1,2014-01-10 20:09:51
591,74,751890,8888888888,4304.0,16291.8,1,2014-01-10 20:09:51
593,75,969725,8888888888,4697.0,16479.5601333,1,2014-01-10 20:09:51
595,76,708666,8888888888,2111.0,12211.91,1,2014-01-10 20:09:51
597,77,764406,8888888888,4992.0,22469.3333333,1,2014-01-10 20:09:51
599,78,874008,8888888888,5167.0,23254.6666667,1,2014-01-10 20:09:51
601,79,475510,8888888888,2191.0,9862.0,1,2014-01-10 20:09:51
603,80,960256,8888888888,3124.0,11134.6142667,1,2014-01-10 20:09:51
605,81,962257,8888888888,1787.0,10710.2485733,1,2014-01-10 20:09:51
607,82,940970,8888888888,2315.0,11722.15,1,2014-01-10 20:09:51
609,83,943072,8888888888,5207.0,23434.3333333,1,2014-01-10 20:09:51
611,84,749337,8888888888,2270.0,10201.6666667,1,2014-01-10 20:09:51
613,85,486555,8888888888,5759.0,25919.0,1,2014-01-10 20:09:51
615,86,930344,8888888888,1393.0,7729.98727821,1,2014-01-10 20:09:51
617,87,602125,8888888888,5230.0,13754.1115228,1,2014-01-10 20:09:51
619,88,752325,8888888888,2625.0,13449.31,1,2014-01-10 20:09:51
621,89,893766,8888888888,3810.0,6912.22865067,1,2014-01-10 20:09:51
623,90,624005,8888888888,4627.0,25121.202816,1,2014-01-10 20:09:51
625,91,275651,8888888888,4221.0,13171.063338,1,2014-01-10 20:09:51
627,92,908786,8888888888,1691.0,4333.36,1,2014-01-10 20:09:51
629,93,844747,8888888888,2223.0,9998.28666667,1,2014-01-10 20:09:51
631,94,627076,8888888888,3071.0,6043.397992,1,2014-01-10 20:09:51
633,95,876359,8888888888,3844.0,17302.6666667,1,2014-01-10 20:09:51
635,96,192134,8888888888,5931.0,27109.7986667,1,2014-01-10 20:09:51
637,97,666203,8888888888,3947.0,17763.0,1,2014-01-10 20:09:51
639,98,674477,8888888888,5793.0,18989.6986453,1,2014-01-10 20:09:51
641,99,418939,8888888888,2691.0,12111.3333333,1,2014-01-10 20:09:51
643,100,932297,8888888888,1869.0,8413.33333333,1,2014-01-10 20:09:51
645,89,893766,745558,1105.95658411,5806.27206656,1,2014-01-10 20:09:51
646,65,893766,745558,1105.95658411,13520.0165841,2,2014-01-10 20:09:51
647,2,567538,936179,1227.0448,6441.9852,1,2014-01-10 20:19:51
648,43,567538,936179,1227.0448,12834.3530667,2,2014-01-10 20:19:51
649,49,697202,220113,566.285429574,2764.80533263,1,2014-01-10 20:29:51
650,18,697202,220113,566.285429574,15043.4254296,2,2014-01-10 20:29:51
651,27,932991,518480,9967.615296,17720.2049707,1,2014-01-10 20:39:51
652,59,932991,518480,9967.615296,43524.9358,2,2014-01-10 20:39:51
653,50,873515,954873,294.710933333,7073.0624,1,2014-01-10 20:49:51
654,26,873515,954873,294.710933333,27087.7096,2,2014-01-10 20:49:51
655,76,708666,783774,2076.0247,10135.8853,1,2014-01-10 20:59:51
656,5,708666,783774,2076.0247,13421.8975333,2,2014-01-10 20:59:51
657,47,518505,893766,2128.30306667,19154.7276,1,2014-01-11 20:09:51
658,89,518505,893766,2128.30306667,7934.57513323,2,2014-01-11 20:09:51
659,22,672289,420727,2774.26546713,18566.2381262,1,2014-01-11 20:19:51
660,64,672289,420727,2774.26546713,19411.3100038,2,2014-01-11 20:19:51
661,37,308183,413103,782.846631667,5239.050535,1,2014-01-11 20:29:51
662,69,308183,413103,782.846631667,13767.1610317,2,2014-01-11 20:29:51
663,4,914466,0,3544.19666667,15109.47,1,2014-01-11 20:39:51
664,26,954873,844747,2979.648056,24108.061544,1,2014-01-11 20:49:51
665,93,954873,844747,2979.648056,12977.9347227,2,2014-01-11 20:49:51
666,11,891150,940970,1490.3324,13412.9916,1,2014-01-11 20:59:51
667,82,891150,940970,1490.3324,13212.4824,2,2014-01-11 20:59:51
668,41,918519,988304,1678.93347365,10313.448481,1,2014-01-11 21:09:51
669,72,918519,988304,1678.93347365,21638.9144426,2,2014-01-11 21:09:51
670,59,518480,0,4787.742938,38737.192862,1,2014-01-11 21:19:51
671,69,413103,478877,413.01483095,13354.1462007,1,2014-01-11 21:29:51
672,19,413103,478877,413.01483095,10498.127431,2,2014-01-11 21:29:51
673,46,237738,828379,2627.40823333,16139.7934333,1,2014-01-11 21:39:51
674,61,237738,828379,2627.40823333,15437.4591031,2,2014-01-11 21:39:51
675,31,470262,708666,716.387458525,17193.2990046,1,2014-01-11 21:49:51
676,76,470262,708666,716.387458525,10852.2727585,2,2014-01-11 21:49:51
677,43,936179,184756,898.404714667,11935.948352,1,2014-01-12 19:59:51
678,28,936179,184756,898.404714667,12069.0447147,2,2014-01-12 19:59:51
679,25,345727,752325,1827.433088,8922.173312,1,2014-01-12 20:09:51
680,88,345727,752325,1827.433088,15276.743088,2,2014-01-12 20:09:51
681,71,921658,115528,1701.1968,7749.89653333,1,2014-01-12 20:19:51
682,17,921658,115528,1701.1968,13656.2634667,2,2014-01-12 20:19:51
683,27,932991,697202,1949.22254677,15770.9824239,1,2014-01-12 20:29:51
684,49,932991,697202,1949.22254677,4714.0278794,2,2014-01-12 20:29:51
685,1,891272,636714,861.013333333,4520.32,1,2014-01-12 20:39:51
686,7,891272,636714,861.013333333,15641.68,2,2014-01-12 20:39:51
687,69,413103,203790,1736.03900609,11618.1071946,1,2014-01-12 20:49:51
688,62,413103,203790,1736.03900609,17004.6499878,2,2014-01-12 20:49:51
689,29,967879,345727,1977.259624,8429.369976,1,2014-01-12 20:59:51
690,25,967879,345727,1977.259624,10899.432936,2,2014-01-12 20:59:51
691,98,674477,918862,1709.07287808,17280.6257673,1,2014-01-12 21:09:51
692,38,674477,918862,1709.07287808,30607.8711613,2,2014-01-12 21:09:51
693,77,764406,936179,2921.01333333,19548.32,1,2014-01-12 21:19:51
694,43,764406,936179,2921.01333333,14856.9616853,2,2014-01-12 21:19:51
695,70,268381,184756,1040.2262,6961.5138,1,2014-01-13 20:29:51
696,28,268381,184756,1040.2262,13109.2709147,2,2014-01-13 20:29:51
697,83,943072,960256,2109.09,21325.2433333,1,2014-01-13 20:39:51
698,80,943072,960256,2109.09,13243.7042667,2,2014-01-13 20:39:51
699,65,745558,624937,2298.4028193,11221.6137648,1,2014-01-13 20:49:51
700,58,745558,624937,2298.4028193,17060.069486,2,2014-01-13 20:49:51
701,32,305156,940970,3373.33133056,24737.7630908,1,2014-01-13 20:59:51
702,82,305156,940970,3373.33133056,16585.8137306,2,2014-01-13 20:59:51
703,67,531934,751890,3857.35666667,18832.9766667,1,2014-01-13 21:09:51
704,74,531934,751890,3857.35666667,20149.1566667,2,2014-01-13 21:09:51
705,7,636714,478877,2971.9192,12669.7608,1,2014-01-13 21:19:51
706,19,636714,478877,2971.9192,13470.046631,2,2014-01-13 21:19:51
707,39,880727,708666,1185.05399808,5398.57932459,1,2014-01-14 20:29:51
708,76,880727,708666,1185.05399808,12037.3267566,2,2014-01-14 20:29:51
709,47,518505,0,2681.661864,16473.065736,1,2014-01-14 20:39:51
710,43,936179,636714,148.569616853,14708.3920685,1,2014-01-14 20:49:51
711,7,936179,636714,148.569616853,12818.3304169,2,2014-01-14 20:49:51
712,19,478877,932297,2559.30885988,10910.7377711,1,2014-01-14 20:59:51
713,100,478877,932297,2559.30885988,10972.6421932,2,2014-01-14 20:59:51
714,67,531934,745558,1694.9679,17138.0087667,1,2014-01-14 21:09:51
715,65,531934,745558,1694.9679,12916.5816648,2,2014-01-14 21:09:51
716,8,878538,918519,501.620266667,2138.4864,1,2014-01-14 21:19:51
717,41,878538,918519,501.620266667,10815.0687477,2,2014-01-14 21:19:51
718,79,475510,876359,1282.06,8579.94,1,2014-01-15 20:29:51
719,95,475510,876359,1282.06,18584.7266667,2,2014-01-15 20:29:51
720,30,393851,624005,2274.590136,13972.482264,1,2014-01-15 20:39:51
721,90,393851,624005,2274.590136,27395.792952,2,2014-01-15 20:39:51
722,96,192134,751890,3253.17584,23856.6228267,1,2014-01-15 20:49:51
723,74,192134,751890,3253.17584,23402.3325067,2,2014-01-15 20:49:51
724,99,418939,891272,2180.04,9931.29333333,1,2014-01-15 20:59:51
725,1,418939,891272,2180.04,6700.36,2,2014-01-15 20:59:51
726,38,918862,589197,6121.57423226,24486.296929,1,2014-01-15 21:09:51
727,33,918862,589197,6121.57423226,15701.2408989,2,2014-01-15 21:09:51
728,6,663702,305156,1079.72199333,4603.02534,1,2014-01-15 21:19:51
729,32,663702,305156,1079.72199333,25817.4850841,2,2014-01-15 21:19:51
730,78,874008,923660,3953.29333333,19301.3733333,1,2014-01-15 21:29:51
731,35,874008,923660,3953.29333333,14312.8977953,2,2014-01-15 21:29:51
732,32,305156,393938,4130.79761346,21686.6874706,1,2014-01-15 21:39:51
733,24,305156,393938,4130.79761346,10391.3976135,2,2014-01-15 21:39:51
734,50,873515,115528,848.767488,6224.294912,1,2014-01-16 19:49:51
735,17,873515,115528,848.767488,14505.0309547,2,2014-01-16 19:49:51
736,63,165101,624005,2701.8909,12308.6141,1,2014-01-16 19:59:51
737,90,165101,624005,2701.8909,30097.683852,2,2014-01-16 19:59:51
738,12,620127,672289,5000.61905697,20002.4762279,1,2014-01-16 20:09:51
739,22,620127,672289,5000.61905697,23566.8571832,2,2014-01-16 20:09:51
740,13,212335,467280,2910.3254145,16491.8440155,1,2014-01-16 20:19:51
741,57,212335,467280,2910.3254145,24593.9320812,2,2014-01-16 20:19:51
742,7,636714,165101,2435.4827792,10382.8476377,1,2014-01-16 20:29:51
743,63,636714,165101,2435.4827792,14744.0968792,2,2014-01-16 20:29:51
744,30,393851,908786,2654.77163016,11317.7106338,1,2014-01-16 20:39:51
745,92,393851,908786,2654.77163016,6988.13163016,2,2014-01-16 20:39:51
746,99,418939,708666,1092.44226667,8838.85106667,1,2014-01-16 20:49:51
747,76,418939,708666,1092.44226667,13129.7690233,2,2014-01-16 20:49:51
748,49,697202,518480,707.10418191,4006.92369749,1,2014-01-16 20:59:51
749,59,697202,518480,707.10418191,39444.2970439,2,2014-01-16 20:59:51
750,81,962257,125917,3213.074572,7497.17400133,1,2014-01-16 21:09:51
751,36,962257,125917,3213.074572,10208.5890588,2,2014-01-16 21:09:51
752,36,125917,192134,1735.46014,8473.1289188,1,2014-01-17 20:19:51
753,96,125917,192134,1735.46014,25592.0829667,2,2014-01-17 20:19:51
754,95,876359,624937,3531.09806667,15053.6286,1,2014-01-17 20:29:51
755,58,876359,624937,3531.09806667,20591.1675526,2,2014-01-17 20:29:51
756,66,781588,371491,2638.7055,14952.6645,1,2014-01-17 20:39:51
757,34,781588,371491,2638.7055,29294.9588333,2,2014-01-17 20:39:51
758,18,220113,268381,6017.37017183,9026.05525774,1,2014-01-17 20:49:51
759,70,220113,268381,6017.37017183,12978.8839718,2,2014-01-17 20:49:51
760,58,624937,954873,2470.94010632,18120.2274463,1,2014-01-17 20:59:51
761,26,624937,954873,2470.94010632,26579.0016503,2,2014-01-17 20:59:51
762,54,163625,699610,838.369649067,7545.3268416,1,2014-01-17 21:09:51
763,44,163625,699610,838.369649067,23684.5360198,2,2014-01-17 21:09:51
764,46,237738,876359,2420.969015,13718.8244183,1,2014-01-17 21:19:51
765,95,237738,876359,2420.969015,17474.597615,2,2014-01-17 21:19:51
766,20,554762,908786,3086.051,17487.6223333,1,2014-01-17 21:29:51
767,92,554762,908786,3086.051,10074.1826302,2,2014-01-17 21:29:51
768,19,478877,589197,654.644266264,10256.0935048,1,2014-01-17 21:39:51
769,33,478877,589197,654.644266264,16355.8851652,2,2014-01-17 21:39:51
770,80,960256,220113,4502.85945067,8740.844816,1,2014-01-18 19:49:51
771,18,960256,220113,4502.85945067,13528.9147084,2,2014-01-18 19:49:51
772,55,826972,914466,4337.402821,18491.033079,1,2014-01-18 19:59:51
773,4,826972,914466,4337.402821,19446.872821,2,2014-01-18 19:59:51
774,1,891272,914466,1072.0576,5628.3024,1,2014-01-18 20:09:51
775,4,891272,914466,1072.0576,20518.930421,2,2014-01-18 20:09:51
776,63,165101,150467,2801.37840705,11942.7184722,1,2014-01-18 20:19:51
777,42,165101,150467,2801.37840705,9642.71174038,2,2014-01-18 20:19:51
778,61,828379,967879,2315.61886547,13121.8402377,1,2014-01-18 20:29:51
779,29,828379,967879,2315.61886547,10744.9888415,2,2014-01-18 20:29:51
780,10,839923,150467,0.0,12446.6666667,1,2014-01-18 20:39:51
781,42,839923,150467,0.0,9642.71174038,2,2014-01-18 20:39:51
782,48,166202,0,4413.34026294,18814.7663841,1,2014-01-18 20:49:51
783,7,636714,921658,1142.11324014,9240.73439751,1,2014-01-18 20:59:51
784,71,636714,921658,1142.11324014,8892.00977347,2,2014-01-18 20:59:51
785,2,567538,768282,773.038224,5668.946976,1,2014-01-18 21:09:51
786,23,567538,768282,773.038224,16007.2744907,2,2014-01-18 21:09:51
787,52,306189,470262,2087.49536,15308.2993067,1,2014-01-18 21:19:51
788,31,306189,470262,2087.49536,19280.7943646,2,2014-01-18 21:19:51
789,60,936429,969725,1516.598622,9316.248678,1,2014-01-18 21:29:51
790,75,936429,969725,1516.598622,17996.1587553,2,2014-01-18 21:29:51
791,86,930344,943072,772.998727821,6956.98855039,1,2014-01-19 20:39:51
792,83,930344,943072,772.998727821,22098.2420612,2,2014-01-19 20:39:51
793,66,781588,237738,2990.5329,11962.1316,1,2014-01-19 20:49:51
794,46,781588,237738,2990.5329,16709.3573183,2,2014-01-19 20:49:51
795,89,893766,413103,1031.49476732,6903.08036591,1,2014-01-19 20:59:51
796,69,893766,413103,1031.49476732,12649.6019619,2,2014-01-19 20:59:51
797,12,620127,237738,2800.3466719,17202.129556,1,2014-01-19 21:09:51
798,46,620127,237738,2800.3466719,19509.7039902,2,2014-01-19 21:09:51
799,72,988304,125917,6058.89604393,15580.0183987,1,2014-01-19 21:19:51
800,36,988304,125917,6058.89604393,14532.0249627,2,2014-01-19 21:19:51
801,91,275651,306189,2239.08076746,10931.9825705,1,2014-01-19 21:29:51
802,52,275651,306189,2239.08076746,17547.3800741,2,2014-01-19 21:29:51
803,99,418939,936429,1767.77021333,7071.08085333,1,2014-01-20 20:39:51
804,60,418939,936429,1767.77021333,11084.0188913,2,2014-01-20 20:39:51
805,1,891272,943992,844.24536,4784.05704,1,2014-01-20 20:49:51
806,53,891272,943992,844.24536,21705.529453,2,2014-01-20 20:49:51
807,17,115528,763673,2610.90557184,11894.1253828,1,2014-01-20 20:59:51
808,16,115528,763673,2610.90557184,12815.3155718,2,2014-01-20 20:59:51
809,49,697202,932297,560.969317649,3445.95437984,1,2014-01-20 21:09:51
810,100,697202,932297,560.969317649,11533.6115109,2,2014-01-20 21:09:51
811,5,783774,212335,2550.16053133,10871.737002,1,2014-01-20 21:19:51
812,13,783774,212335,2550.16053133,19042.0045468,2,2014-01-20 21:19:51
813,100,932297,163625,1268.69726619,10264.9142447,1,2014-01-20 21:29:51
814,54,932297,163625,1268.69726619,8814.02410779,2,2014-01-20 21:29:51
815,54,163625,518505,1762.80482156,7051.21928624,1,2014-01-21 20:39:51
816,47,163625,518505,1762.80482156,18235.8705576,2,2014-01-21 20:39:51
817,55,826972,893318,5917.13058528,12573.9024937,1,2014-01-21 20:49:51
818,14,826972,893318,5917.13058528,19278.1548519,2,2014-01-21 20:49:51
819,48,166202,918862,5079.98692371,13734.7794604,1,2014-01-21 20:59:51
820,38,166202,918862,5079.98692371,29566.2838527,2,2014-01-21 20:59:51
821,64,420727,962257,2911.69650057,16499.6135032,1,2014-01-21 21:09:51
822,81,420727,962257,2911.69650057,10408.8705019,2,2014-01-21 21:09:51
823,51,491731,844747,2548.0892,12440.6708,1,2014-01-21 21:19:51
824,93,491731,844747,2548.0892,15526.0239227,2,2014-01-21 21:19:51
825,30,393851,844747,1584.47948874,9733.2311451,1,2014-01-21 21:29:51
826,93,393851,844747,1584.47948874,17110.5034114,2,2014-01-21 21:29:51
827,65,745558,874008,1033.32653318,11883.2551316,1,2014-01-21 21:39:51
828,78,745558,874008,1033.32653318,20334.6998665,2,2014-01-21 21:39:51
829,15,524070,712159,4401.47998414,20051.1865944,1,2014-01-21 21:49:51
830,40,524070,712159,4401.47998414,21718.4411175,2,2014-01-21 21:49:51
831,36,125917,783774,2906.40499255,11625.6199702,1,2014-01-22 19:59:51
832,5,125917,783774,2906.40499255,13778.1419945,2,2014-01-22 19:59:51
833,88,752325,393851,3055.3486176,12221.3944704,1,2014-01-22 20:09:51
834,30,752325,393851,3055.3486176,12788.5797627,2,2014-01-22 20:09:51
835,13,212335,587734,3427.56081843,15614.4437284,1,2014-01-22 20:19:51
836,73,212335,587734,3427.56081843,14328.1308604,2,2014-01-22 20:19:51
837,41,918519,636714,2054.86306206,8760.20568562,1,2014-01-22 20:29:51
838,7,918519,636714,2054.86306206,11295.5974596,2,2014-01-22 20:29:51
839,24,393938,666203,1558.70964202,8832.68797144,1,2014-01-22 20:39:51
840,97,393938,666203,1558.70964202,19321.709642,2,2014-01-22 20:39:51
841,4,914466,0,2667.46095473,17851.4694663,1,2014-01-22 20:49:51
842,8,878538,470262,171.078912,1967.407488,1,2014-01-23 19:59:51
843,31,878538,470262,171.078912,19451.8732766,2,2014-01-23 19:59:51
844,63,165101,839923,2269.11650971,9673.60196244,1,2014-01-23 20:09:51
845,10,165101,839923,2269.11650971,14715.7831764,2,2014-01-23 20:09:51
846,99,418939,306189,848.5297024,6222.55115093,1,2014-01-23 20:19:51
847,52,418939,306189,848.5297024,18395.9097765,2,2014-01-23 20:19:51
848,52,306189,969725,2023.55007542,16372.3597011,1,2014-01-23 20:29:51
849,75,306189,969725,2023.55007542,20019.7088308,2,2014-01-23 20:29:51
850,90,624005,491731,7825.39780152,22272.2860505,1,2014-01-23 20:39:51
851,51,624005,491731,7825.39780152,20266.0686015,2,2014-01-23 20:39:51
852,11,891150,893318,1609.558992,11803.432608,1,2014-01-23 20:49:51
853,14,891150,893318,1609.558992,20887.7138439,2,2014-01-23 20:49:51
854,8,878538,413103,393.4814976,1573.9259904,1,2014-01-23 20:59:51
855,69,878538,413103,393.4814976,13043.0834595,2,2014-01-23 20:59:51
856,67,531934,873515,3084.841578,14053.1671887,1,2014-01-23 21:09:51
857,50,531934,873515,3084.841578,9309.13649,2,2014-01-23 21:09:51
858,78,874008,873515,3863.59297464,16471.1068919,1,2014-01-23 21:19:51
859,50,874008,873515,3863.59297464,13172.7294646,2,2014-01-23 21:19:51
860,75,969725,923660,2202.16797138,17817.5408594,1,2014-01-23 21:29:51
861,35,969725,923660,2202.16797138,16515.0657667,2,2014-01-23 21:29:51
862,49,697202,0,447.974069379,2997.98031046,1,2014-01-24 20:39:51
863,92,908786,0,1813.35287343,8260.82975673,1,2014-01-24 20:49:51
864,11,891150,220113,2006.58354336,9796.84906464,1,2014-01-24 20:59:51
865,18,891150,220113,2006.58354336,15535.4982518,2,2014-01-24 20:59:51
866,82,940970,163625,2156.15578497,14429.6579456,1,2014-01-24 21:09:51
867,54,940970,163625,2156.15578497,9207.37507121,2,2014-01-24 21:09:51
868,65,745558,674477,2138.98592369,9744.26920793,1,2014-01-24 21:19:51
869,98,745558,674477,2138.98592369,19419.6116909,2,2014-01-24 21:19:51
870,16,763673,768282,2434.90995865,10380.4056132,1,2014-01-24 21:29:51
871,23,763673,768282,2434.90995865,18442.1844493,2,2014-01-24 21:29:51
872,42,150467,828379,1928.54234808,7714.16939231,1,2014-01-24 21:39:51
873,61,150467,828379,1928.54234808,15050.3825858,2,2014-01-24 21:39:51
874,59,518480,0,5127.75861571,34316.5384282,1,2014-01-24 21:49:51
875,10,839923,752325,2060.20964469,12655.5735317,1,2014-01-25 19:59:51
876,88,839923,752325,2060.20964469,14281.6041151,2,2014-01-25 19:59:51
877,28,184756,967879,2621.85418293,10487.4167317,1,2014-01-25 20:09:51
878,29,184756,967879,2621.85418293,13366.8430244,2,2014-01-25 20:09:51
879,6,663702,624937,552.3630408,4050.6622992,1,2014-01-25 20:19:51
880,58,663702,624937,552.3630408,18672.5904871,2,2014-01-25 20:19:51
881,89,893766,764406,1311.58526952,5591.49509638,1,2014-01-25 20:29:51
882,77,893766,764406,1311.58526952,20859.9052695,2,2014-01-25 20:29:51
883,14,893318,666203,2088.77138439,18798.9424596,1,2014-01-25 20:39:51
884,97,893318,666203,2088.77138439,21410.4810264,2,2014-01-25 20:39:51
885,52,306189,943072,1637.23597011,14735.123731,1,2014-01-25 20:49:51
886,83,306189,943072,1637.23597011,23735.4780313,2,2014-01-25 20:49:51
887,23,768282,268381,2950.74951189,15491.4349374,1,2014-01-26 19:59:51
888,70,768282,268381,2950.74951189,15929.6334837,2,2014-01-26 19:59:51
889,33,589197,918862,2289.82392313,14066.0612421,1,2014-01-26 20:09:51
890,38,589197,918862,2289.82392313,31856.1077759,2,2014-01-26 20:09:51
891,25,345727,467280,3923.79585696,6975.63707904,1,2014-01-26 20:19:51
892,57,345727,467280,3923.79585696,28517.7279381,2,2014-01-26 20:19:51
893,39,880727,475510,323.914759475,5074.66456511,1,2014-01-26 20:29:51
894,79,880727,475510,323.914759475,8903.85475948,2,2014-01-26 20:29:51
895,26,954873,967879,2923.69018153,23655.3114688,1,2014-01-26 20:39:51
896,29,954873,967879,2923.69018153,16290.5332059,2,2014-01-26 20:39:51
897,67,531934,636714,2389.03842207,11664.1287666,1,2014-01-26 20:49:51
898,7,531934,636714,2389.03842207,13684.6358816,2,2014-01-26 20:49:51
899,71,921658,943992,1155.96127055,7736.04850292,1,2014-01-26 20:59:51
900,53,921658,943992,1155.96127055,22861.4907236,2,2014-01-26 20:59:51
901,81,962257,470262,624.532230114,9784.33827179,1,2014-01-26 21:09:51
902,31,962257,470262,624.532230114,20076.4055067,2,2014-01-26 21:09:51
903,22,672289,467280,2121.01714649,21445.8400367,1,2014-01-26 21:19:51
904,57,672289,467280,2121.01714649,30638.7450846,2,2014-01-26 21:19:51
905,23,768282,237738,2943.37263811,12548.0622993,1,2014-01-26 21:29:51
906,46,768282,237738,2943.37263811,22453.0766283,2,2014-01-26 21:29:51
907,6,663702,697202,810.13245984,3240.52983936,1,2014-01-26 21:39:51
908,49,663702,697202,810.13245984,3808.1127703,2,2014-01-26 21:39:51
909,46,237738,450148,3592.49226054,18860.5843678,1,2014-01-27 19:49:51
910,9,237738,450148,3592.49226054,15419.2001939,2,2014-01-27 19:49:51
